SALE ID,USER ID,PRODUCT ID,NUTRITIONIST ID,PURCHASE AMOUNT,SALE DATE,ORDER TYPE
S00467,U0979,P039,—,$30.94,2024-02-14,meal_plan
S00468,U0401,P027,—,$28.87,2024-03-23,ebook
S00469,U0878,P040,—,$45.44,2024-12-24,meal_plan
S00470,U0786,P036,N006,$145.63,2024-10-23,coaching
S00471,U0564,P003,N003,$125.85,2024-06-14,coaching
S00472,U0740,P025,N003,$124.84,2024-10-08,coaching
S00473,U0885,P031,—,$11.69,2024-12-21,ebook
S00474,U0399,P022,—,$58.73,2024-09-25,supplement
S00475,U0325,P014,—,$21.24,2024-02-25,ebook
S00476,U0665,P041,N017,$147.72,2024-09-04,coaching
S00477,U0811,P039,—,$56.36,2024-12-27,meal_plan
S00478,U0765,P039,—,$25.96,2024-05-12,ebook
S00479,U0801,P040,N012,$141.71,2024-11-10,coaching
S00480,U0427,P034,N016,$98.25,2024-04-02,coaching
S00481,U0822,P015,—,$70.35,2024-04-09,supplement
S00482,U0117,P002,—,$18.30,2024-03-01,ebook
S00483,U0539,P014,—,$50.98,2024-07-31,meal_plan
S00484,U0006,P022,N012,$105.04,2024-11-22,coaching
S00485,U0323,P041,—,$13.02,2024-05-24,ebook
S00486,U0364,P005,—,$15.16,2024-09-16,ebook
S00487,U0392,P050,N001,$60.38,2024-06-19,coaching
S00488,U0694,P047,—,$20.38,2024-01-15,ebook
S00489,U0385,P013,—,$32.22,2024-06-22,meal_plan
S00490,U0441,P031,—,$83.63,2024-01-19,supplement
S00491,U0238,P031,—,$25.22,2024-08-23,meal_plan
S00492,U0371,P035,—,$82.34,2024-08-24,supplement
S00493,U0225,P027,—,$56.11,2024-01-29,meal_plan
S00494,U0069,P020,—,$41.60,2024-12-13,meal_plan
S00495,U0602,P035,—,$9.37,2024-10-22,ebook
S00496,U0665,P023,—,$21.65,2024-03-17,meal_plan
S00497,U0622,P002,—,$15.78,2024-07-11,ebook
S00498,U0456,P011,—,$41.84,2024-07-18,meal_plan
S00499,U0376,P008,—,$26.29,2024-06-06,ebook
S00500,U0869,P021,—,$47.39,2024-05-19,meal_plan
S00501,U0515,P032,N008,$86.16,2024-06-03,coaching
S00502,U0472,P020,—,$12.50,2024-07-10,ebook
S00503,U0025,P050,—,$27.08,2024-02-17,meal_plan
S00504,U0338,P002,N016,$139.50,2024-03-19,coaching
S00505,U0376,P031,—,$23.65,2024-09-25,ebook
S00506,U0394,P021,—,$11.87,2024-02-20,ebook
S00507,U0579,P034,—,$46.07,2024-03-08,meal_plan
S00508,U0529,P003,—,$18.19,2024-12-31,ebook
S00509,U0609,P008,—,$25.26,2024-01-23,supplement
S00510,U0768,P039,—,$53.88,2024-06-19,meal_plan
S00511,U0817,P003,N004,$101.06,2024-12-03,coaching
S00512,U0715,P002,—,$42.10,2024-06-08,meal_plan
S00513,U0959,P014,—,$31.84,2024-04-08,meal_plan
S00514,U0019,P035,—,$15.38,2024-08-13,ebook
S00515,U0194,P018,—,$24.97,2024-05-20,meal_plan
S00516,U0007,P040,—,$20.19,2024-02-22,ebook
S00517,U0647,P023,—,$19.99,2024-05-18,ebook
S00518,U0902,P046,—,$25.08,2024-10-20,ebook
S00519,U0242,P005,—,$15.23,2024-06-22,ebook
S00520,U0927,P004,N005,$51.90,2024-12-11,coaching
S00521,U0057,P025,—,$10.08,2024-08-06,ebook
S00522,U0935,P046,N020,$138.13,2024-11-18,coaching
S00523,U0348,P045,—,$36.83,2024-07-01,meal_plan
S00524,U0095,P013,—,$23.26,2024-12-09,ebook
S00525,U0479,P006,—,$57.95,2024-08-26,meal_plan
S00526,U0256,P006,N015,$58.73,2024-06-07,coaching
S00527,U0280,P046,—,$49.66,2024-08-28,meal_plan
S00528,U0307,P015,—,$11.87,2024-11-11,ebook
S00529,U0806,P024,—,$16.84,2024-12-24,ebook
S00530,U0534,P022,—,$75.48,2024-06-15,supplement
S00531,U0310,P002,N003,$96.53,2024-06-28,coaching
S00532,U0611,P011,N010,$125.79,2024-11-05,coaching
S00533,U0713,P033,N004,$89.57,2024-12-31,coaching
S00534,U0270,P021,—,$41.25,2024-02-06,meal_plan
S00535,U0407,P035,—,$37.44,2024-10-29,meal_plan
S00536,U0121,P040,N008,$103.79,2024-09-03,coaching
S00537,U0178,P022,N007,$130.39,2024-10-29,coaching
S00538,U0680,P028,N019,$127.73,2024-10-05,coaching
S00539,U0178,P012,—,$45.50,2024-02-09,meal_plan
S00540,U0521,P046,—,$41.97,2024-09-06,meal_plan
S00541,U0705,P039,—,$18.26,2024-10-11,ebook
S00542,U0102,P029,—,$12.52,2024-07-26,ebook
S00543,U0564,P007,—,$22.71,2024-11-01,ebook
S00544,U0256,P025,—,$32.10,2024-11-26,meal_plan
S00545,U0964,P006,—,$27.70,2024-03-12,meal_plan
S00546,U0476,P049,—,$65.71,2024-01-01,supplement
S00547,U0808,P043,—,$24.97,2024-09-29,meal_plan
S00548,U0544,P040,—,$20.56,2024-04-10,ebook
S00549,U0040,P021,—,$14.99,2024-12-13,ebook
S00550,U0636,P028,—,$23.36,2024-06-25,ebook
S00551,U0956,P038,—,$25.52,2024-09-18,supplement
S00552,U0600,P009,N010,$55.24,2024-10-08,coaching
S00553,U0824,P001,—,$70.01,2024-07-02,supplement
S00554,U0890,P019,—,$26.31,2024-04-30,ebook
S00555,U0226,P038,N013,$111.52,2024-12-30,coaching
S00556,U0209,P025,N014,$103.51,2024-12-05,coaching
S00557,U0612,P009,—,$12.76,2024-07-15,ebook
S00558,U0405,P024,—,$52.60,2024-03-19,meal_plan
S00559,U0848,P043,—,$11.51,2024-01-06,ebook
S00560,U0904,P002,—,$11.88,2024-09-06,ebook
S00561,U0350,P009,—,$22.39,2024-11-24,meal_plan
S00562,U0237,P030,—,$54.74,2024-12-22,meal_plan
S00563,U0785,P028,—,$43.93,2024-08-20,meal_plan
S00564,U0271,P036,N015,$87.47,2024-04-25,coaching
S00565,U0828,P039,—,$9.15,2024-09-12,ebook
S00566,U0416,P016,—,$47.49,2024-05-17,meal_plan
S00567,U0665,P035,N019,$85.70,2024-01-20,coaching
S00568,U0090,P046,N012,$60.32,2024-09-03,coaching
S00569,U0626,P006,—,$34.09,2024-09-26,supplement
S00570,U0445,P049,—,$74.85,2024-08-26,supplement
S00571,U0585,P034,N020,$57.84,2024-08-29,coaching
S00572,U0167,P043,—,$57.42,2024-02-09,meal_plan
S00573,U0739,P035,—,$50.92,2024-06-08,meal_plan
S00574,U0869,P022,—,$40.40,2024-01-06,meal_plan
S00575,U0213,P033,N016,$106.40,2024-06-18,coaching
S00576,U0090,P019,N010,$65.75,2024-12-21,coaching
S00577,U0024,P048,—,$44.46,2024-10-15,supplement
S00578,U0643,P041,—,$18.46,2024-03-27,ebook
S00579,U0608,P043,N010,$129.89,2024-11-15,coaching
S00580,U0542,P032,—,$10.65,2024-09-15,ebook
S00581,U0231,P018,—,$14.04,2024-11-11,ebook
S00582,U0387,P017,—,$9.28,2024-02-27,ebook
S00583,U0593,P038,—,$48.56,2024-12-03,meal_plan
S00584,U0490,P012,N009,$127.25,2024-04-30,coaching
S00585,U0989,P034,N002,$83.28,2024-02-13,coaching
S00586,U0138,P039,—,$84.77,2024-03-19,supplement
S00587,U0694,P049,—,$58.74,2024-07-15,meal_plan
S00588,U0399,P029,—,$23.52,2024-03-26,ebook
S00589,U0420,P047,—,$25.84,2024-01-28,ebook
S00590,U0714,P049,—,$51.78,2024-01-27,meal_plan
S00591,U0691,P026,—,$18.52,2024-08-31,ebook
S00592,U0992,P049,—,$55.90,2024-04-29,meal_plan
S00593,U0130,P046,N013,$96.46,2024-03-15,coaching
S00594,U0100,P028,N001,$77.88,2024-08-17,coaching
S00595,U0723,P021,N017,$117.29,2024-01-22,coaching
S00596,U0577,P035,—,$21.75,2024-08-09,ebook
S00597,U0271,P042,—,$53.33,2024-06-20,meal_plan
S00598,U0074,P007,—,$14.11,2024-10-26,ebook
S00599,U0082,P050,N008,$122.43,2024-10-28,coaching
S00600,U0898,P034,—,$32.50,2024-12-19,meal_plan
S00601,U0190,P021,—,$60.05,2024-12-10,supplement
S00602,U0321,P005,—,$9.24,2024-02-20,ebook
S00603,U0224,P044,N015,$84.15,2024-05-25,coaching
S00604,U0351,P003,—,$9.47,2024-02-17,ebook
S00605,U0065,P039,—,$22.13,2024-04-21,ebook
S00606,U0515,P041,—,$32.79,2024-03-02,supplement
S00607,U0063,P039,—,$11.60,2024-12-02,ebook
S00608,U0803,P042,—,$41.64,2024-04-04,meal_plan
S00609,U0234,P045,—,$36.79,2024-05-30,supplement
S00610,U0535,P005,N015,$141.27,2024-05-21,coaching
S00611,U0886,P045,—,$55.14,2024-06-14,meal_plan
S00612,U0650,P050,—,$10.48,2024-02-01,ebook
S00613,U0528,P022,N002,$74.82,2024-05-15,coaching
S00614,U0323,P005,—,$18.83,2024-04-12,ebook
S00615,U0331,P012,—,$44.82,2024-02-25,meal_plan
S00616,U0667,P050,—,$17.63,2024-11-10,ebook
S00617,U0994,P029,—,$47.62,2024-02-22,meal_plan
S00618,U0660,P005,—,$20.43,2024-05-08,ebook
S00619,U0554,P002,—,$54.86,2024-03-17,meal_plan
S00620,U0734,P001,—,$56.32,2024-12-06,meal_plan
S00621,U0457,P010,N011,$139.46,2024-10-21,coaching
S00622,U0057,P046,—,$27.80,2024-09-08,ebook
S00623,U0558,P026,N003,$103.01,2024-01-02,coaching
S00624,U0961,P045,N016,$61.12,2024-10-01,coaching
S00625,U0173,P023,—,$46.34,2024-06-04,supplement
S00626,U0688,P041,N003,$85.54,2024-06-23,coaching
S00627,U0200,P030,—,$24.21,2024-05-28,ebook
S00628,U0531,P012,—,$41.18,2024-07-15,meal_plan
S00629,U0090,P020,—,$46.84,2024-02-24,meal_plan
S00630,U0443,P023,—,$38.46,2024-11-19,meal_plan
S00631,U0757,P013,N005,$52.57,2024-01-13,coaching
S00632,U0344,P038,—,$28.54,2024-07-18,meal_plan
S00633,U0663,P035,—,$21.87,2024-09-12,ebook
S00634,U0798,P029,N001,$52.70,2024-01-29,coaching
S00635,U0927,P047,—,$9.86,2024-03-01,ebook
S00636,U0236,P042,—,$22.35,2024-08-22,ebook
S00637,U0395,P035,—,$34.53,2024-10-23,supplement
S00638,U0153,P005,—,$9.74,2024-03-13,ebook
S00639,U0993,P002,N016,$139.72,2024-11-12,coaching
S00640,U0927,P045,—,$21.98,2024-01-08,ebook
S00641,U0535,P004,—,$27.09,2024-02-19,ebook
S00642,U0849,P011,N019,$55.40,2024-02-24,coaching
S00643,U0518,P039,—,$24.98,2024-04-22,ebook
S00644,U0626,P013,—,$17.52,2024-12-13,ebook
S00645,U0084,P008,N019,$103.59,2024-06-13,coaching
S00646,U0757,P014,—,$49.57,2024-10-30,meal_plan
S00647,U0129,P005,—,$11.41,2024-03-13,ebook
S00648,U0832,P011,—,$46.85,2024-10-10,meal_plan
S00649,U0786,P016,—,$27.51,2024-01-21,ebook
S00650,U0705,P041,—,$21.25,2024-03-21,ebook
S00651,U0035,P032,—,$10.61,2024-01-04,ebook
S00652,U0300,P006,—,$23.13,2024-10-30,ebook
S00653,U0262,P027,—,$69.38,2024-08-31,supplement
S00654,U0356,P014,—,$24.72,2024-05-18,meal_plan
S00655,U0083,P027,N008,$142.81,2024-11-08,coaching
S00656,U0938,P039,—,$26.20,2024-09-12,meal_plan
S00657,U0550,P006,—,$44.09,2024-06-03,meal_plan
S00658,U0305,P001,—,$20.15,2024-04-08,ebook
S00659,U0393,P034,—,$28.54,2024-11-12,ebook
S00660,U0439,P049,N018,$99.75,2024-08-25,coaching
S00661,U0599,P043,—,$27.32,2024-01-28,meal_plan
S00662,U0510,P010,—,$22.70,2024-08-30,ebook
S00663,U0921,P011,N002,$54.40,2024-07-05,coaching
S00664,U0490,P028,—,$14.03,2024-11-11,ebook
S00665,U0992,P049,—,$37.13,2024-02-23,meal_plan
S00666,U0858,P035,—,$26.04,2024-01-15,meal_plan
S00667,U0207,P008,N003,$138.51,2024-08-15,coaching
S00668,U0932,P021,N014,$68.88,2024-12-12,coaching
S00669,U0114,P015,—,$74.85,2024-06-15,supplement
S00670,U0822,P016,—,$23.75,2024-04-12,ebook
S00671,U0376,P015,N003,$96.10,2024-09-05,coaching
S00672,U0884,P028,—,$11.90,2024-11-08,ebook
S00673,U0875,P025,N012,$62.64,2024-04-09,coaching
S00674,U0808,P018,—,$27.09,2024-03-06,meal_plan
S00675,U0792,P037,—,$10.19,2024-03-10,ebook
S00676,U0304,P030,—,$18.17,2024-03-28,ebook
S00677,U0077,P015,—,$54.46,2024-11-05,meal_plan
S00678,U0398,P041,—,$28.06,2024-03-28,ebook
S00679,U0172,P036,N008,$57.65,2024-09-24,coaching
S00680,U0694,P014,N019,$96.35,2024-08-24,coaching
S00681,U0342,P047,—,$17.56,2024-05-06,ebook
S00682,U0977,P028,—,$20.59,2024-10-29,ebook
S00683,U0642,P037,—,$82.49,2024-08-01,supplement
S00684,U0828,P003,—,$88.44,2024-09-15,supplement
S00685,U0133,P034,—,$16.89,2024-12-22,ebook
S00686,U0868,P029,—,$38.81,2024-02-12,meal_plan
S00687,U0924,P001,N014,$143.99,2024-03-08,coaching
S00688,U0481,P016,N003,$50.59,2024-12-08,coaching
S00689,U0606,P046,—,$18.19,2024-10-19,ebook
S00690,U0768,P002,—,$58.06,2024-08-25,meal_plan
S00691,U0172,P046,—,$35.21,2024-07-08,meal_plan
S00692,U0496,P046,—,$44.34,2024-11-17,meal_plan
S00693,U0394,P045,—,$15.66,2024-01-17,ebook
S00694,U0146,P049,—,$14.40,2024-11-09,ebook
S00695,U0366,P014,N003,$111.05,2024-06-20,coaching
S00696,U0064,P004,—,$39.59,2024-12-11,meal_plan
S00697,U0025,P004,N004,$87.30,2024-08-26,coaching
S00698,U0137,P024,—,$33.66,2024-11-27,meal_plan
S00699,U0965,P005,N018,$119.93,2024-04-14,coaching
S00700,U0544,P022,—,$13.77,2024-02-28,ebook
S00701,U0967,P048,—,$56.57,2024-10-24,meal_plan
S00702,U0424,P045,—,$38.43,2024-04-25,supplement
S00703,U0311,P018,—,$19.07,2024-08-04,ebook
S00704,U0499,P005,—,$16.46,2024-08-19,ebook
S00705,U0431,P034,N004,$96.02,2024-09-29,coaching
S00706,U0101,P035,—,$54.98,2024-08-19,meal_plan
S00707,U0642,P044,—,$56.81,2024-02-03,meal_plan
S00708,U0212,P030,—,$10.75,2024-07-19,ebook
S00709,U0622,P019,—,$86.33,2024-02-09,supplement
S00710,U0650,P018,—,$11.24,2024-03-16,ebook
S00711,U0152,P014,N017,$144.21,2024-01-12,coaching
S00712,U0058,P044,—,$19.83,2024-03-08,ebook
S00713,U0785,P027,N015,$122.77,2024-01-11,coaching
S00714,U0452,P005,—,$9.44,2024-04-28,ebook
S00715,U0055,P034,—,$44.79,2024-07-29,meal_plan
S00716,U0996,P042,N011,$97.61,2024-12-06,coaching
S00717,U0054,P036,—,$36.81,2024-06-04,meal_plan
S00718,U0694,P020,N006,$127.93,2024-04-26,coaching
S00719,U0985,P019,N002,$63.83,2024-05-25,coaching
S00720,U0239,P011,N020,$141.41,2024-12-30,coaching
S00721,U0143,P012,N006,$132.93,2024-12-20,coaching
S00722,U0120,P010,—,$35.32,2024-02-29,supplement
S00723,U0301,P021,—,$20.49,2024-08-13,ebook
S00724,U0095,P012,—,$13.10,2024-12-28,ebook
S00725,U0691,P021,—,$28.56,2024-03-16,ebook
S00726,U0058,P035,N006,$102.36,2024-03-03,coaching
S00727,U0504,P026,—,$84.59,2024-03-15,supplement
S00728,U0998,P021,—,$34.99,2024-10-06,supplement
S00729,U0817,P022,—,$66.42,2024-05-31,supplement
S00730,U0617,P019,N019,$115.69,2024-10-16,coaching
S00731,U0306,P029,—,$32.55,2024-02-27,meal_plan
S00732,U0626,P003,—,$24.58,2024-10-09,meal_plan
S00733,U0523,P002,—,$17.03,2024-04-22,ebook
S00734,U0418,P006,N011,$54.50,2024-11-24,coaching
S00735,U0132,P034,—,$13.44,2024-05-22,ebook
S00736,U0892,P006,—,$19.77,2024-08-16,ebook
S00737,U0443,P006,—,$58.03,2024-07-20,meal_plan
S00738,U0193,P021,—,$21.06,2024-09-18,ebook
S00739,U0366,P043,—,$48.11,2024-03-16,supplement
S00740,U0408,P028,—,$33.79,2024-07-09,meal_plan
S00741,U0834,P023,—,$16.03,2024-08-16,ebook
S00742,U0736,P006,—,$38.80,2024-08-15,supplement
S00743,U0771,P027,—,$51.15,2024-05-27,meal_plan
S00744,U0010,P047,—,$28.41,2024-08-05,ebook
S00745,U0410,P027,—,$24.58,2024-10-27,meal_plan
S00746,U0473,P010,N007,$79.32,2024-09-25,coaching
S00747,U0019,P005,—,$84.72,2024-10-29,supplement
S00748,U0259,P006,—,$19.26,2024-11-23,meal_plan
S00749,U0764,P027,—,$36.19,2024-08-24,supplement
S00750,U0138,P049,—,$55.59,2024-04-12,meal_plan
S00751,U0531,P025,—,$14.79,2024-09-08,ebook
S00752,U0211,P020,—,$25.69,2024-06-04,ebook
S00753,U0012,P048,N015,$71.45,2024-01-02,coaching
S00754,U0240,P020,—,$28.12,2024-11-21,ebook
S00755,U0978,P042,N010,$90.72,2024-09-08,coaching
S00756,U0804,P042,—,$40.66,2024-03-02,supplement
S00757,U0962,P032,—,$58.77,2024-02-04,meal_plan
S00758,U0481,P024,N019,$97.05,2024-08-11,coaching
S00759,U0105,P041,—,$68.90,2024-12-21,supplement
S00760,U0543,P024,—,$39.50,2024-10-21,meal_plan
S00761,U0449,P017,—,$12.26,2024-01-30,ebook
S00762,U0851,P030,—,$26.57,2024-03-10,ebook
S00763,U0092,P004,N009,$85.12,2024-11-21,coaching
S00764,U0482,P023,—,$28.12,2024-05-29,supplement
S00765,U0150,P005,N017,$68.38,2024-11-17,coaching
S00766,U0323,P007,—,$20.98,2024-03-26,ebook
S00767,U0740,P021,N010,$76.15,2024-12-23,coaching
S00768,U0468,P007,—,$40.38,2024-06-29,meal_plan
S00769,U0373,P001,—,$24.48,2024-05-24,meal_plan
S00770,U0391,P032,N014,$83.03,2024-03-24,coaching
S00771,U0452,P010,—,$19.07,2024-04-06,ebook
S00772,U0788,P036,—,$43.54,2024-09-26,meal_plan
S00773,U0897,P046,—,$41.04,2024-02-28,meal_plan
S00774,U0959,P005,N004,$130.88,2024-01-09,coaching
S00775,U0790,P020,N012,$62.90,2024-08-14,coaching
S00776,U0314,P039,—,$58.48,2024-06-24,supplement
S00777,U0686,P020,—,$9.58,2024-03-01,ebook
S00778,U0429,P045,—,$11.85,2024-04-26,ebook
S00779,U0252,P014,—,$11.60,2024-02-10,ebook
S00780,U0848,P049,N004,$56.77,2024-09-04,coaching
S00781,U0037,P003,—,$26.85,2024-01-17,meal_plan
S00782,U0906,P033,—,$42.73,2024-08-28,meal_plan
S00783,U0453,P017,—,$9.87,2024-06-03,ebook
S00784,U0639,P049,—,$22.86,2024-03-04,meal_plan
S00785,U0658,P014,—,$62.61,2024-04-12,supplement
S00786,U0900,P023,—,$9.59,2024-03-15,ebook
S00787,U0639,P018,—,$56.95,2024-06-27,meal_plan
S00788,U0616,P033,N020,$73.18,2024-10-18,coaching
S00789,U0063,P038,—,$24.26,2024-09-27,ebook
S00790,U0515,P013,—,$28.29,2024-03-28,ebook
S00791,U0150,P035,—,$25.28,2024-02-20,supplement
S00792,U0740,P033,—,$79.48,2024-08-31,supplement
S00793,U0507,P038,N006,$92.97,2024-02-24,coaching
S00794,U0678,P023,—,$28.63,2024-08-05,ebook
S00795,U0039,P015,—,$17.15,2024-06-09,ebook
S00796,U0081,P008,—,$19.39,2024-09-10,ebook
S00797,U0713,P046,—,$30.53,2024-01-21,meal_plan
S00798,U0068,P032,—,$11.31,2024-05-25,ebook
S00799,U0066,P048,N010,$117.70,2024-08-15,coaching
S00800,U0012,P027,—,$14.81,2024-08-07,ebook
S00801,U0959,P005,—,$26.90,2024-08-31,ebook
S00802,U0740,P024,—,$36.48,2024-12-11,supplement
S00803,U0350,P007,N013,$92.81,2024-12-03,coaching
S00804,U0292,P008,—,$24.73,2024-07-24,meal_plan
S00805,U0346,P007,—,$48.66,2024-03-27,meal_plan
S00806,U0777,P013,—,$15.77,2024-10-31,ebook
S00807,U0660,P026,—,$23.91,2024-08-05,meal_plan
S00808,U0182,P018,—,$49.59,2024-10-24,meal_plan
S00809,U0172,P049,N013,$84.61,2024-12-07,coaching
S00810,U0092,P026,—,$58.50,2024-09-18,meal_plan
S00811,U0658,P050,—,$18.09,2024-03-03,ebook
S00812,U0767,P032,—,$13.62,2024-03-09,ebook
S00813,U0263,P048,—,$10.06,2024-02-04,ebook
S00814,U0021,P002,N006,$87.26,2024-12-13,coaching
S00815,U0079,P020,—,$21.44,2024-02-19,ebook
S00816,U0969,P043,—,$49.06,2024-09-09,meal_plan
S00817,U0292,P013,—,$30.74,2024-09-11,meal_plan
S00818,U0771,P017,N018,$83.36,2024-10-03,coaching
S00819,U0627,P049,N002,$148.07,2024-03-01,coaching
S00820,U0377,P021,N013,$93.26,2024-01-19,coaching
S00821,U0205,P036,—,$22.19,2024-06-04,ebook
S00822,U0120,P011,—,$56.45,2024-03-09,supplement
S00823,U0617,P025,—,$18.75,2024-02-26,ebook
S00824,U0777,P032,N018,$117.54,2024-10-19,coaching
S00825,U0644,P036,N006,$99.67,2024-07-19,coaching
S00826,U0526,P038,—,$28.42,2024-11-11,ebook
S00827,U0039,P050,—,$58.11,2024-06-13,meal_plan
S00828,U0970,P038,—,$9.90,2024-07-06,ebook
S00829,U0801,P048,—,$20.68,2024-11-16,ebook
S00830,U0289,P007,—,$17.56,2024-07-01,ebook
S00831,U0981,P004,N008,$73.76,2024-11-27,coaching
S00832,U0600,P006,—,$27.21,2024-02-03,ebook
S00833,U0582,P008,—,$46.61,2024-01-11,supplement
S00834,U0750,P003,N015,$114.78,2024-08-04,coaching
S00835,U0815,P027,N009,$51.04,2024-08-28,coaching
S00836,U0656,P021,N013,$106.04,2024-06-14,coaching
S00837,U0130,P032,N004,$118.09,2024-04-15,coaching
S00838,U0336,P033,—,$25.23,2024-12-07,ebook
S00839,U0929,P040,—,$14.99,2024-08-11,ebook
S00840,U0221,P041,—,$25.95,2024-02-08,ebook
S00841,U0370,P035,—,$27.56,2024-05-15,meal_plan
S00842,U0424,P037,—,$17.04,2024-04-25,ebook
S00843,U0431,P006,—,$47.71,2024-10-23,meal_plan
S00844,U0615,P022,—,$14.47,2024-10-17,ebook
S00845,U0946,P031,—,$36.08,2024-06-26,meal_plan
S00846,U0240,P042,—,$51.95,2024-09-15,meal_plan
S00847,U0120,P028,—,$45.54,2024-06-09,meal_plan
S00848,U0195,P026,—,$14.03,2024-09-20,ebook
S00849,U0892,P049,N018,$67.06,2024-01-10,coaching
S00850,U0645,P034,—,$53.51,2024-10-22,meal_plan
S00851,U0281,P043,N015,$75.79,2024-11-22,coaching
S00852,U0820,P040,N014,$142.46,2024-11-16,coaching
S00853,U0868,P013,—,$16.29,2024-03-16,ebook
S00854,U0852,P048,—,$22.71,2024-06-02,ebook
S00855,U0920,P027,—,$31.75,2024-02-02,meal_plan
S00856,U0251,P027,—,$29.68,2024-05-26,meal_plan
S00857,U0757,P017,—,$46.47,2024-04-30,meal_plan
S00858,U0453,P008,N005,$68.19,2024-05-05,coaching
S00859,U0849,P020,—,$37.57,2024-10-13,meal_plan
S00860,U0730,P028,—,$66.40,2024-01-19,supplement
S00861,U0778,P018,—,$11.73,2024-05-12,ebook
S00862,U0655,P018,—,$45.35,2024-03-31,meal_plan
S00863,U0174,P003,—,$57.55,2024-09-05,meal_plan
S00864,U0539,P004,—,$53.38,2024-02-12,meal_plan
S00865,U0986,P020,—,$26.34,2024-07-27,ebook
S00866,U0939,P043,—,$67.08,2024-02-16,supplement
S00867,U0040,P047,N005,$72.60,2024-10-19,coaching
S00868,U0164,P008,—,$39.88,2024-10-24,meal_plan
S00869,U0133,P034,—,$41.12,2024-02-16,supplement
S00870,U0726,P008,—,$24.46,2024-06-09,ebook
S00871,U0822,P038,—,$23.74,2024-04-30,ebook
S00872,U0210,P014,—,$34.23,2024-03-30,supplement
S00873,U0499,P018,—,$17.79,2024-05-10,ebook
S00874,U0848,P004,—,$56.38,2024-07-10,supplement
S00875,U0736,P008,—,$31.66,2024-08-04,meal_plan
S00876,U0537,P016,N009,$136.94,2024-03-15,coaching
S00877,U0589,P046,N012,$131.14,2024-01-11,coaching
S00878,U0503,P039,—,$20.39,2024-12-05,meal_plan
S00879,U0295,P004,—,$46.63,2024-12-09,meal_plan
S00880,U0561,P036,—,$16.69,2024-11-23,ebook
S00881,U0688,P024,—,$82.80,2024-12-16,supplement
S00882,U0880,P016,—,$26.15,2024-07-17,ebook
S00883,U0639,P026,—,$27.55,2024-05-10,ebook
S00884,U0764,P049,—,$13.71,2024-04-17,ebook
S00885,U0160,P011,—,$83.62,2024-11-19,supplement
S00886,U0454,P050,—,$21.89,2024-01-18,ebook
S00887,U0008,P006,—,$25.46,2024-09-08,ebook
S00888,U0244,P027,N011,$120.74,2024-02-21,coaching
S00889,U0727,P045,—,$29.44,2024-02-03,meal_plan
S00890,U0992,P039,N018,$122.78,2024-08-20,coaching
S00891,U0093,P049,—,$21.08,2024-11-24,meal_plan
S00892,U0397,P029,—,$24.82,2024-03-10,ebook
S00893,U0803,P013,—,$21.57,2024-06-09,ebook
S00894,U0204,P008,N006,$73.96,2024-12-31,coaching
S00895,U0552,P042,—,$73.84,2024-10-31,supplement
S00896,U0736,P021,—,$37.06,2024-03-09,meal_plan
S00897,U0619,P044,—,$20.86,2024-06-16,ebook
S00898,U0185,P013,—,$22.38,2024-07-07,meal_plan
S00899,U0351,P025,—,$27.90,2024-10-19,ebook
S00900,U0788,P002,—,$27.46,2024-11-27,ebook
S00901,U0551,P015,—,$55.27,2024-08-24,meal_plan
S00902,U0006,P045,—,$26.04,2024-01-26,ebook
S00903,U0764,P028,N020,$75.02,2024-02-15,coaching
S00904,U0034,P011,—,$85.62,2024-03-01,supplement
S00905,U0749,P034,—,$17.70,2024-08-20,ebook
S00906,U0202,P032,—,$23.74,2024-12-31,meal_plan
S00907,U0961,P018,—,$14.76,2024-09-10,ebook
S00908,U0366,P028,N007,$109.01,2024-05-24,coaching
S00909,U0324,P013,—,$35.73,2024-07-28,meal_plan
S00910,U0150,P002,—,$30.61,2024-05-14,meal_plan
S00911,U0305,P029,—,$27.15,2024-07-08,ebook
S00912,U0882,P042,N015,$57.57,2024-08-28,coaching
S00913,U0997,P021,—,$28.49,2024-07-22,ebook
S00914,U0366,P046,—,$34.34,2024-08-04,meal_plan
S00915,U0441,P017,—,$21.92,2024-10-12,meal_plan
S00916,U0722,P022,—,$27.62,2024-08-29,ebook
S00917,U0891,P039,—,$85.12,2024-11-02,supplement
S00918,U0592,P003,—,$19.21,2024-09-15,meal_plan
S00919,U0388,P020,—,$58.10,2024-12-09,meal_plan
S00920,U0406,P036,N002,$107.05,2024-05-13,coaching
S00921,U0694,P032,—,$27.61,2024-08-27,ebook
S00922,U0003,P021,—,$23.21,2024-08-09,ebook
S00923,U0622,P008,—,$15.27,2024-03-06,ebook
S00924,U0351,P018,N012,$141.62,2024-05-24,coaching
S00925,U0796,P017,—,$64.23,2024-05-15,supplement
S00926,U0087,P028,N006,$80.55,2024-09-08,coaching
S00927,U0586,P010,—,$41.23,2024-12-02,meal_plan
S00928,U0473,P029,—,$21.13,2024-03-17,meal_plan
S00929,U0643,P012,—,$9.72,2024-05-13,ebook
S00930,U0061,P030,—,$17.73,2024-09-10,ebook
S00931,U0579,P023,—,$28.78,2024-10-14,ebook
S00932,U0557,P032,N004,$133.58,2024-03-16,coaching
S00933,U0556,P006,—,$13.07,2024-05-25,ebook
